classification_id,user_id,subject_id,subject_data,annotations
124,36,80,"{""80"": {""num_classifications"": 1, ""sdss_specobjid"": 2738244166759770112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
125,110,146,"{""146"": {""num_classifications"": 1, ""sdss_specobjid"": 1178838139037313024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
126,34,28,"{""28"": {""num_classifications"": 1, ""sdss_specobjid"": 649678095942445056}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
127,190,172,"{""172"": {""num_classifications"": 1, ""sdss_specobjid"": 2569370719414675456}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
128,55,34,"{""34"": {""num_classifications"": 1, ""sdss_specobjid"": 1184570438429206528}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
129,138,121,"{""121"": {""num_classifications"": 1, ""sdss_specobjid"": 2285670877838206976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
130,166,180,"{""180"": {""num_classifications"": 1, ""sdss_specobjid"": 1122619559770089472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
131,95,133,"{""133"": {""num_classifications"": 1, ""sdss_specobjid"": 1967062637564946432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
132,24,29,"{""29"": {""num_classifications"": 1, ""sdss_specobjid"": 1380401710169614336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
133,100,168,"{""168"": {""num_classifications"": 1, ""sdss_specobjid"": 2660554869315758080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
134,46,156,"{""156"": {""num_classifications"": 1, ""sdss_specobjid"": 1537008730229467136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
135,0,42,"{""42"": {""num_classifications"": 1, ""sdss_specobjid"": 2924009408054716416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
136,74,185,"{""185"": {""num_classifications"": 1, ""sdss_specobjid"": 1948992727291029504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
137,45,128,"{""128"": {""num_classifications"": 1, ""sdss_specobjid"": 2910554132261660672}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
138,132,67,"{""67"": {""num_classifications"": 1, ""sdss_specobjid"": 1623632928988751872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
139,42,163,"{""163"": {""num_classifications"": 1, ""sdss_specobjid"": 2737228763845650432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
140,159,19,"{""19"": {""num_classifications"": 1, ""sdss_specobjid"": 2240580180408035328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
141,197,140,"{""140"": {""num_classifications"": 1, ""sdss_specobjid"": 1334309356556019712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
142,39,90,"{""90"": {""num_classifications"": 1, ""sdss_specobjid"": 1378153209410906112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
143,72,107,"{""107"": {""num_classifications"": 1, ""sdss_specobjid"": 2985895424671377408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
144,18,66,"{""66"": {""num_classifications"": 1, ""sdss_specobjid"": 2925149601629497344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
145,169,55,"{""55"": {""num_classifications"": 1, ""sdss_specobjid"": 1169837811294038016}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
146,156,167,"{""167"": {""num_classifications"": 1, ""sdss_specobjid"": 1146213703872440320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
147,132,181,"{""181"": {""num_classifications"": 1, ""sdss_specobjid"": 2262052000478816256}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
148,8,102,"{""102"": {""num_classifications"": 1, ""sdss_specobjid"": 2381288532762191872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
149,197,125,"{""125"": {""num_classifications"": 1, ""sdss_specobjid"": 2039115291484514304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
150,95,151,"{""151"": {""num_classifications"": 1, ""sdss_specobjid"": 2221511624454334464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
151,89,10,"{""10"": {""num_classifications"": 1, ""sdss_specobjid"": 985184173335537664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
152,71,83,"{""83"": {""num_classifications"": 1, ""sdss_specobjid"": 2559253838485809152}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
153,136,145,"{""145"": {""num_classifications"": 1, ""sdss_specobjid"": 2374685139679602688}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
154,119,23,"{""23"": {""num_classifications"": 1, ""sdss_specobjid"": 1337632630585190400}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
155,190,75,"{""75"": {""num_classifications"": 1, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
156,45,117,"{""117"": {""num_classifications"": 1, ""sdss_specobjid"": 2821531075182880768}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
157,45,115,"{""115"": {""num_classifications"": 1, ""sdss_specobjid"": 2844198888540235776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
158,182,97,"{""97"": {""num_classifications"": 1, ""sdss_specobjid"": 2072838137037481984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
159,126,74,"{""74"": {""num_classifications"": 1, ""sdss_specobjid"": 1383836034554423296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
160,15,1,"{""1"": {""num_classifications"": 1, ""sdss_specobjid"": 956054538329024512}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
161,114,73,"{""73"": {""num_classifications"": 1, ""sdss_specobjid"": 2428651382379669504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
162,102,150,"{""150"": {""num_classifications"": 1, ""sdss_specobjid"": 1496324046273406976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
163,134,120,"{""120"": {""num_classifications"": 1, ""sdss_specobjid"": 664433261908355072}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
164,98,89,"{""89"": {""num_classifications"": 1, ""sdss_specobjid"": 1916397967548377088}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
165,99,123,"{""123"": {""num_classifications"": 1, ""sdss_specobjid"": 2366661739308673024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
166,192,25,"{""25"": {""num_classifications"": 1, ""sdss_specobjid"": 485291203764447232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
167,171,4,"{""4"": {""num_classifications"": 1, ""sdss_specobjid"": 1371485495082641408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
168,60,31,"{""31"": {""num_classifications"": 1, ""sdss_specobjid"": 2981511396547651584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
169,35,40,"{""40"": {""num_classifications"": 1, ""sdss_specobjid"": 1390524363970734080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
170,189,176,"{""176"": {""num_classifications"": 1, ""sdss_specobjid"": 1649491518865565696}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
171,74,148,"{""148"": {""num_classifications"": 1, ""sdss_specobjid"": 1306180276241590272}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
172,28,116,"{""116"": {""num_classifications"": 1, ""sdss_specobjid"": 1071917774625859584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
173,71,122,"{""122"": {""num_classifications"": 1, ""sdss_specobjid"": 671064971542554624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
174,26,184,"{""184"": {""num_classifications"": 1, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
175,169,20,"{""20"": {""num_classifications"": 1, ""sdss_specobjid"": 2942046075868964864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
176,11,101,"{""101"": {""num_classifications"": 1, ""sdss_specobjid"": 1490706371874678784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
177,161,62,"{""62"": {""num_classifications"": 1, ""sdss_specobjid"": 973963106898176000}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
178,173,188,"{""188"": {""num_classifications"": 1, ""sdss_specobjid"": 1981690815323334656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
179,84,98,"{""98"": {""num_classifications"": 1, ""sdss_specobjid"": 2821605017339848704}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
180,104,96,"{""96"": {""num_classifications"": 1, ""sdss_specobjid"": 1961319338208159744}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
181,13,78,"{""78"": {""num_classifications"": 1, ""sdss_specobjid"": 2815888105037391872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
182,47,126,"{""126"": {""num_classifications"": 1, ""sdss_specobjid"": 1852224422107179008}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
183,26,87,"{""87"": {""num_classifications"": 1, ""sdss_specobjid"": 575467937528309760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
184,44,84,"{""84"": {""num_classifications"": 1, ""sdss_specobjid"": 2066133882872293376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
185,86,124,"{""124"": {""num_classifications"": 1, ""sdss_specobjid"": 2998341067067123712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
186,195,127,"{""127"": {""num_classifications"": 1, ""sdss_specobjid"": 1991832992435169280}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
187,67,39,"{""39"": {""num_classifications"": 1, ""sdss_specobjid"": 2398288087844153344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
188,169,131,"{""131"": {""num_classifications"": 1, ""sdss_specobjid"": 1473816768291039232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
189,18,51,"{""51"": {""num_classifications"": 1, ""sdss_specobjid"": 1830843873782425600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
190,182,101,"{""101"": {""num_classifications"": 2, ""sdss_specobjid"": 1490706371874678784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
191,17,188,"{""188"": {""num_classifications"": 2, ""sdss_specobjid"": 1981690815323334656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
192,90,159,"{""159"": {""num_classifications"": 2, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
193,93,31,"{""31"": {""num_classifications"": 2, ""sdss_specobjid"": 2981511396547651584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
194,63,25,"{""25"": {""num_classifications"": 2, ""sdss_specobjid"": 485291203764447232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
195,71,161,"{""161"": {""num_classifications"": 2, ""sdss_specobjid"": 602448018041497600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
196,169,93,"{""93"": {""num_classifications"": 2, ""sdss_specobjid"": 1388254971971004416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
